Chimera	Large	Monstrosity		CE	6	2300	mm 39
Cyclops	Huge	Giant		CN	6	2300	mm 45
Drider	Large	Monstrosity		CE	6	2300	mm 120
Duergar Warlord	Medium	Humanoid	dwarf	LE	6	2300	mtf 192
Galeb Duhr	Medium	Elemental		N	6	2300	mm 139
Gauth	Medium	Aberration		LE	6	2300	vgm 125
Githzerai Zerth	Medium	Humanoid	gith	LN	6	2300	mm 161
Hobgoblin Warlord	Medium	Humanoid	goblinoid	LE	6	2300	mm 187
Invisible Stalker	Medium	Elemental		N	6	2300	mm 192
Kuo-toa Archpriest	Medium	Humanoid	kuo-toa	NE	6	2300	mm 200
Mage	Medium	Humanoid			6	2300	mm 347
Mammoth	Huge	Beast		Unaligned	6	2300	mm 332
Medusa	Medium	Monstrosity		LE	6	2300	mm 214
Mouth of Grolantor	Huge	Giant	hill giant	CE	6	2300	vgm 149
Vrock	Large	Fiend	demon	CE	6	2300	mm 64
White Abishai	Medium	Fiend	devil	LE	6	2300	mtf 163
Wyvern	Large	Dragon		Unaligned	6	2300	mm 303
Young Brass Dragon	Large	Dragon		CG	6	2300	mm 105
Young White Dragon	Large	Dragon		CE	6	2300	mm 101
Air Elemental Myrmidon	Medium	Elemental		N	7	2900	mtf 202
Armanite	Large	Fiend	demon	CE	7	2900	mtf 131
Bheur Hag	Medium	Fey		CE	7	2900	vgm 160
Black Abishai	Medium	Fiend	devil	LE	7	2900	mtf 160
Blue Slaad	Large	Aberration		CN	7	2900	mm 276
Dhergoloth	Medium	Fiend	yugoloth	NE	7	2900	mtf 248
Draegloth	Large	Fiend	demon	CE	7	2900	vgm 141
Drow Mage	Medium	Humanoid	elf	NE	7	2900	mm 129
Earth Elemental Myrmidon	Medium	Elemental		N	7	2900	mtf 202
Fire Elemental Myrmidon	Medium	Elemental		N	7	2900	mtf 203
Giant Ape	Huge	Beast		Unaligned	7	2900	mm 323
Grick Alpha	Large	Monstrosity		N	7	2900	mm 173
Korred	Small	Fey		CN	7	2900	vgm 168
Lost Sorrowsworn	Medium	Monstrosity		NE	7	2900	mtf 233
Maurezhi	Medium	Fiend	demon	CE	7	2900	mtf 133
Mind Flayer	Medium	Aberration		LE	7	2900	mm 222
Oni	Large	Giant		LE	7	2900	mm 239
Shadow Dancer	Medium	Humanoid	elf	N	7	2900	mtf 225
Shield Guardian	Large	Construct		Unaligned	7	2900	mm 271
Stone Giant	Huge	Giant		N	7	2900	mm 156
Venom Troll	Large	Giant		CE	7	2900	mtf 245
Water Elemental Myrmidon	Medium	Elemental		N	7	2900	mtf 203
Young Black Dragon	Large	Dragon		CE	7	2900	mm 88
Young Copper Dragon	Large	Dragon		CG	7	2900	mm 111
Yuan-ti Abomination	Large	Monstrosity	shapechanger, yuan-ti	NE	7	2900	mm 308
Assassin	Medium	Humanoid		Any non-good	8	3900	mm 343
Canoloth	Medium	Fiend	yugoloth	NE	8	3900	mtf 247
Chain Devil	Medium	Fiend	devil	LE	8	3900	mm 72
Cloaker	Large	Aberration		CN	8	3900	mm 41
Corpse Flower	Large	Plant		CE	8	3900	mtf 127
Deathlock Mastermind	Medium	Undead		NE	8	3900	mtf 129
Drow Priestess of Lolth	Medium	Humanoid	elf	NE	8	3900	mm 129
Fomorian	Huge	Giant		CE	8	3900	mm 136
Frost Giant	Huge	Giant		NE	8	3900	mm 155
Githyanki Knight	Medium	Humanoid	gith	LE	8	3900	mm 160
Green Slaad	Large	Aberration	shapechanger	CN	8	3900	mm 277
Hezrou	Large	Fiend	demon	CE	8	3900	mm 60
Howler	Large	Fiend		CE	8	3900	mtf 210
Hydra	Huge	Monstrosity		Unaligned	8	3900	mm 190
Mind Flayer Arcanist	Medium	Aberration		LE	8	3900	mm 222
Shoosuva	Large	Fiend	demon	CE	8	3900	vgm 137
Spirit Naga	Large	Monstrosity		CE	8	3900	mm 234
Sword Wraith Commander	Medium	Undead		LE	8	3900	mtf 241
Tyrannosaurus Rex	Huge	Beast		Unaligned	8	3900	mm 80
Young Bronze Dragon	Large	Dragon		LG	8	3900	mm 108
Young Green Dragon	Large	Dragon		LE	8	3900	mm 94
Abominable Yeti	Huge	Monstrosity		CE	9	5000	mm 306
Bone Devil	Large	Fiend	devil	LE	9	5000	mm 71
Clay Golem	Large	Construct		Unaligned	9	5000	mm 168
Cloud Giant	Huge	Giant		NG or NE	9	5000	mm 154
Drow House Captain	Medium	Humanoid	elf	NE	9	5000	mtf 184
Fire Giant	Huge	Giant		LE	9	5000	mm 154
Flind	Medium	Humanoid	gnoll	CE	9	5000	vgm 153
Frost Salamander	Huge	Elemental		Unaligned	9	5000	mtf 223
Glabrezu	Large	Fiend	demon	CE	9	5000	mm 58
Gloom Weaver	Medium	Humanoid	elf	N	9	5000	mtf 224
Gray Slaad	Medium	Aberration	shapechanger	CN	9	5000	mm 277
Hydroloth	Medium	Fiend	yugoloth	NE	9	5000	mtf 249
Lonely Sorrowsworn	Medium	Monstrosity		NE	9	5000	mtf 232
Nycaloth	Large	Fiend	yugoloth	NE	9	5000	mm 314
Rot Troll	Large	Giant		CE	9	5000	mtf 244
Treant	Huge	Plant		CG	9	5000	mm 289
Ulitharid	Large	Aberration		LE	9	5000	vgm 175
Young Blue Dragon	Large	Dragon		LE	9	5000	mm 91
Young Silver Dragon	Large	Dragon		LG	9	5000	mm 118
Aboleth	Large	Aberration		LE	10	5900	mm 13
Alhoon	Medium	Undead		Any evil	10	5900	vgm 172
Autumn Eladrin	Medium	Fey	elf	CN	10	5900	mtf 195
Death Kiss	Large	Aberration		NE	10	5900	vgm 124
Death Slaad	Medium	Aberration	shapechanger	CE	10	5900	mm 278
Deva	Medium	Celestial		LG	10	5900	mm 16
Elder Oblex	Huge	Ooze		LE	10	5900	mtf 219
Froghemoth	Huge	Monstrosity		Unaligned	10	5900	vgm 145
Githyanki Gish	Medium	Humanoid	gith	LE	10	5900	mtf 205
Githzerai Enlightened	Medium	Humanoid	gith	LN	10	5900	mtf 208
Guardian Naga	Large	Monstrosity		LG	10	5900	mm 234
Orthon	Large	Fiend	devil	LE	10	5900	mtf 169
Spring Eladrin	Medium	Fey	elf	CN	10	5900	mtf 196
Star Spawn Hulk	Large	Aberration		CE	10	5900	mtf 234
Stone Giant Dreamwalker	Huge	Giant	stone giant	CN	10	5900	vgm 150
Stone Golem	Large	Construct		Unaligned	10	5900	mm 170
Summer Eladrin	Medium	Fey	elf	CN	10	5900	mtf 196
Winter Eladrin	Medium	Fey	elf	CN	10	5900	mtf 197
Yochlol	Medium	Fiend	demon, shapechanger	CE	10	5900	mm 65
Young Gold Dragon	Large	Dragon		LG	10	5900	mm 115
Young Red Dragon	Large	Dragon		CE	10	5900	mm 98
Alkilith	Medium	Fiend	demon	CE	11	7200	mtf 130
Balhannoth	Large	Aberration		CE	11	7200	mtf 118
Behir	Huge	Monstrosity		NE	11	7200	mm 25
Cloud Giant Smiling One	Huge	Giant	cloud giant	CN	11	7200	vgm 146
Dao	Large	Elemental		NE	11	7200	mm 143
Djinni	Large	Elemental		CG	11	7200	mm 144
Drow Shadowblade	Medium	Humanoid	elf	NE	11	7200	mtf 187
Efreeti	Large	Elemental		LE	11	7200	mm 145
Gynosphinx	Large	Monstrosity		LN	11	7200	mm 282
Horned Devil	Large	Fiend	devil	LE	11	7200	mm 74
Hungry Sorrowsworn	Medium	Monstrosity		NE	11	7200	mtf 232
Marid	Large	Elemental		CN	11	7200	mm 146
Morkoth	Medium	Aberration		CE	11	7200	vgm 178
Remorhaz	Huge	Monstrosity		Unaligned	11	7200	mm 258
Roc	Gargantuan	Monstrosity		Unaligned	11	7200	mm 260
Soul Monger	Medium	Humanoid	elf	N	11	7200	mtf 226
Spirit Troll	Large	Giant		CE	11	7200	mtf 244
Yagnoloth	Large	Fiend	yugoloth	NE	11	7200	mtf 252
Arcanaloth	Medium	Fiend	yugoloth	NE	12	8400	mm 313
Archmage	Medium	Humanoid		Any	12	8400	mm 342
Boneclaw	Large	Undead		CE	12	8400	mtf 121
Duergar Despot	Medium	Humanoid	dwarf	LE	12	8400	mtf 188
Eidolon	Medium	Undead		Any	12	8400	mtf 194
Erinyes	Medium	Fiend	devil	LE	12	8400	mm 73
Frost Giant Everlasting One	Huge	Giant	frost giant	CE	12	8400	vgm 148
Githyanki Kith'rak	Medium	Humanoid	gith	LE	12	8400	mtf 205
Gray Render	Large	Monstrosity		CN	12	8400	mtf 209
Ki-rin	Huge	Celestial		LG	12	8400	vgm 163
Morkoth (in lair)	Medium	Aberration		CE	12	8400	vgm 178
Oinoloth	Medium	Fiend	yugoloth	NE	12	8400	mtf 251
Yuan-ti Anathema	Huge	Monstrosity	shapechanger, yuan-ti	NE	12	8400	vgm 202
Adult Brass Dragon	Huge	Dragon		CG	13	10000	mm 105
Adult White Dragon	Huge	Dragon		CE	13	10000	mm 101
Angry Sorrowsworn	Medium	Monstrosity		NE	13	10000	mtf 231
Beholder	Large	Aberration		LE	13	10000	mm 28
Devourer	Large	Fiend		CE	13	10000	vgm 138
Dire Troll	Huge	Giant		CE	13	10000	mtf 243
Drow Arachnomancer	Medium	Humanoid	elf	CE	13	10000	mtf 182
Nalfeshnee	Large	Fiend	demon	CE	13	10000	mm 62
Narzugon	Medium	Fiend	devil	LE	13	10000	mtf 167
Neothelid	Gargantuan	Aberration		CE	13	10000	vgm 181
Rakshasa	Medium	Fiend		LE	13	10000	mm 257
Star Spawn Seer	Medium	Aberration		NE	13	10000	mtf 236
Storm Giant	Huge	Giant		CG	13	10000	mm 156
Ultroloth	Medium	Fiend	yugoloth	NE	13	10000	mm 314
Vampire	Medium	Undead	shapechanger	LE	13	10000	mm 297
Wastrilith	Large	Fiend	demon	CE	13	10000	mtf 139
Young Red Shadow Dragon	Large	Dragon		CE	13	10000	mm 85
Adult Black Dragon	Huge	Dragon		CE	14	11500	mm 88
Adult Copper Dragon	Huge	Dragon		CG	14	11500	mm 111
Beholder (in lair)	Large	Aberration		LE	14	11500	mm 28
Cadaver Collector	Large	Construct		LE	14	11500	mtf 122
Death Tyrant	Large	Undead		LE	14	11500	mm 29
Drow Inquisitor	Medium	Humanoid	elf	NE	14	11500	mtf 184
Elder Brain	Large	Aberration		LE	14	11500	vgm 174
Fire Giant Dreadnought	Huge	Giant	fire giant	LE	14	11500	vgm 147
Githyanki Supreme Commander	Medium	Humanoid	gith	LE	14	11500	mtf 206
Ice Devil	Large	Fiend	devil	LE	14	11500	mm 75
Retriever	Large	Construct		LE	14	11500	mtf 222
Adult Bronze Dragon	Huge	Dragon		LG	15	13000	mm 108
Adult Green Dragon	Huge	Dragon		LE	15	13000	mm 94
Death Tyrant (in lair)	Large	Undead		LE	15	13000	mm 29
Green Abishai	Medium	Fiend	devil	LE	15	13000	mtf 162
Mummy Lord	Medium	Undead		LE	15	13000	mm 229
Nabassu	Medium	Fiend	demon	CE	15	13000	mtf 135
Purple Worm	Gargantuan	Monstrosity		Unaligned	15	13000	mm 255
Skull Lord	Medium	Undead		LE	15	13000	mtf 230
Vampire (spellcaster)	Medium	Undead	shapechanger	LE	15	13000	mm 297
Vampire (warrior)	Medium	Undead	shapechanger	LE	15	13000	mm 297
Adult Blue Dragon	Huge	Dragon		LE	16	15000	mm 91
Adult Silver Dragon	Huge	Dragon		LG	16	15000	mm 117
Githzerai Anarch	Medium	Humanoid	gith	LN	16	15000	mtf 207
Hellfire Engine	Huge	Construct		LE	16	15000	mtf 165
Iron Golem	Large	Construct		Unaligned	16	15000	mm 170
Marilith	Large	Fiend	demon	CE	16	15000	mm 61
Mummy Lord (in lair)	Medium	Undead		LE	16	15000	mm 229
Phoenix	Gargantuan	Elemental		N	16	15000	mtf 199
Planetar	Large	Celestial		LG	16	15000	mm 17
Star Spawn Larva Mage	Medium	Aberration		CE	16	15000	mtf 235
Steel Predator	Large	Construct		LE	16	15000	mtf 239
Storm Giant Quintessent	Huge	Giant	storm giant	CG	16	15000	vgm 151
Adult Blue Dracolich	Huge	Undead		LE	17	18000	mm 84
Adult Gold Dragon	Huge	Dragon		LG	17	18000	mm 114
Adult Red Dragon	Huge	Dragon		CE	17	18000	mm 98
Androsphinx	Large	Monstrosity		LN	17	18000	mm 281
Blue Abishai	Medium	Fiend	devil	LE	17	18000	mtf 161
Death Knight	Medium	Undead		CE	17	18000	mm 47
Dragon Turtle	Gargantuan	Dragon		N	17	18000	mm 119
Goristro	Huge	Fiend	demon	CE	17	18000	mm 59
Nagpa	Medium	Humanoid	nagpa	NE	17	18000	mtf 215
Amnizu	Medium	Fiend	devil	LE	18	20000	mtf 164
Demilich	Tiny	Undead		NE	18	20000	mm 48
Drow Favored Consort	Medium	Humanoid	elf	NE	18	20000	mtf 183
Sibriex	Huge	Fiend	demon	CE	18	20000	mtf 137
Balor	Huge	Fiend	demon	CE	19	22000	mm 55
Red Abishai	Medium	Fiend	devil	LE	19	22000	mtf 162
Demilich (in lair)	Tiny	Undead		NE	20	24500	mm 48
Ancient Brass Dragon	Gargantuan	Dragon		CG	20	25000	mm 104
Ancient White Dragon	Gargantuan	Dragon		CE	20	25000	mm 100
Drow Matron Mother	Medium	Humanoid	elf	NE	20	25000	mtf 186
Leviathan	Gargantuan	Elemental		N	20	25000	mtf 198
Nightwalker	Huge	Undead		CE	20	25000	mtf 216
Pit Fiend	Large	Fiend	devil	LE	20	25000	mm 77
Ancient Black Dragon	Gargantuan	Dragon		CE	21	33000	mm 87
Ancient Copper Dragon	Gargantuan	Dragon		CG	21	33000	mm 110
Astral Dreadnought	Gargantuan	Monstrosity	titan	Unaligned	21	33000	mtf 117
Lich	Medium	Undead		Any evil	21	33000	mm 202
Molydeus	Huge	Fiend	demon	CE	21	33000	mtf 134
Solar	Large	Celestial		LG	21	33000	mm 18
Ancient Bronze Dragon	Gargantuan	Dragon		LG	22	41000	mm 107
Ancient Green Dragon	Gargantuan	Dragon		LE	22	41000	mm 93
Lich (in lair)	Medium	Undead		Any evil	22	41000	mm 202
Mind Flayer Lich	Medium	Undead		Any evil	22	41000	vgm 172
Zaratan	Gargantuan	Elemental		N	22	41000	mtf 201
Ancient Blue Dragon	Gargantuan	Dragon		LE	23	50000	mm 90
Ancient Silver Dragon	Gargantuan	Dragon		LG	23	50000	mm 116
Elder Tempest	Gargantuan	Elemental		N	23	50000	mtf 200
Empyrean	Huge	Celestial	titan	CG or NE	23	50000	mm 130
Kraken	Gargantuan	Monstrosity	titan	CE	23	50000	mm 197
Ancient Gold Dragon	Gargantuan	Dragon		LG	24	62000	mm 113
Ancient Red Dragon	Gargantuan	Dragon		CE	24	62000	mm 97
Marut	Large	Construct	inevitable	LN	25	75000	mtf 213
Tarrasque	Gargantuan	Monstrosity	titan	Unaligned	30	155000	mm 286
